asset_uid,coingecko_id,active,cg_valid_from,cg_valid_to,binance_symbol,binance_multiplier,valid_from,valid_to,evidence
USELESS,useless-3,True,,,USELESSUSDT,1.0,2025-08-15,,"ticker match; vs CoinGecko useless-3: 399 days, median gap 0.24%"
USN,noon-usn,True,,,,,,,no Binance USDT perp validated
USOL,unit-solana,False,,,,,,,no Binance USDT perp validated
USP,usp-yield-optimized-stablecoin,True,,,,,,,no Binance USDT perp validated
USR,resolv-usr,False,,,,,,,no Binance USDT perp validated
USSI,ussi,False,,,,,,,no Binance USDT perp validated
USTB,superstate-short-duration-us-government-securities-fund-ustb,True,,,,,,,no Binance USDT perp validated
USTBL,spiko-us-t-bills-money-market-fund,True,,,,,,,no Binance USDT perp validated
USTC,terrausd,True,,,USTCUSDT,1.0,2023-11-27,,"ticker match; vs CoinGecko terrausd: 728 days, median gap 0.15%"
USUAL,usual,True,,,USUALUSDT,1.0,2024-12-18,,"ticker match; vs CoinGecko usual: 639 days, median gap 0.14%"
USUALUSDC+,mev-capital-usual-boosted-usdc-morpho-vault,False,,,,,,,no Binance USDT perp validated
USUALX,usualx,False,,,,,,,no Binance USDT perp validated
USX,usx,True,,,,,,,no Binance USDT perp validated
USYC,hashnote-usyc,True,,,,,,,no Binance USDT perp validated
UTON,uton,False,,,,,,,no Binance USDT perp validated
UTY,unity-2,True,,,,,,,no Binance USDT perp validated
UTYA,utya,True,,,,,,,no Binance USDT perp validated
UUSD,unity-usd,True,,,,,,,no Binance USDT perp validated
UXLINK,uxlink,False,,,UXLINKUSDT,1.0,2024-09-15,2025-09-25,"ticker match; vs CoinGecko uxlink: 371 days, median gap 0.16%"
UXPL,unit-plasma,True,,,,,,,no Binance USDT perp validated
UXRP,wrapped-xrp-universal,False,,,,,,,no Binance USDT perp validated
V,vault-2,False,,,,,,,no Binance USDT perp validated
V2EX,v2ex,False,,,,,,,no Binance USDT perp validated
VADER,vaderai-by-virtuals,False,,,,,,,no Binance USDT perp validated
VAI,vai,False,,,,,,,no Binance USDT perp validated
VAL,radium,False,,,,,,,no Binance USDT perp validated
VANA,vana,True,,,VANAUSDT,1.0,2024-12-16,,"ticker match; vs CoinGecko vana: 641 days, median gap 0.17%"
VANRY,vanar-chain,False,,,VANRYUSDT,1.0,2024-03-13,2026-08-06,"ticker match; vs CoinGecko vanar-chain: 686 days, median gap 0.19%"
VARA,vara-network,False,,,,,,,no Binance USDT perp validated
VATRENI,croatian-ff-fan-token,False,,,,,,,no Binance USDT perp validated
VBETH,vaultbridge-bridged-eth-katana,False,,,,,,,no Binance USDT perp validated
VBILL,vaneck-treasury-fund,True,,,,,,,no Binance USDT perp validated
VBUSDC,vaultbridge-bridged-usdc-katana,False,,,,,,,no Binance USDT perp validated
VBUSDT,vaultbridge-bridged-usdt-katana,False,,,,,,,no Binance USDT perp validated
VBWBTC,vaultbridge-bridged-wbtc-katana,False,,,,,,,no Binance USDT perp validated
VCHF,vnx-swiss-franc,False,,,,,,,no Binance USDT perp validated
VCNT,vicicoin,True,,,,,,,no Binance USDT perp validated
VCRED,vcred,False,,,,,,,no Binance USDT perp validated
VCT,vchat-token,False,,,,,,,no Binance USDT perp validated
VDOGE,venus-doge,False,,,,,,,no Binance USDT perp validated
VEE,blockv,True,,,,,,,no Binance USDT perp validated
VEIL,veil-token,False,,,,,,,no Binance USDT perp validated
VELO,velo,True,,,,,,,no Binance USDT perp validated
VELVET,velvet,True,,,VELVETUSDT,1.0,2025-07-15,,"ticker match; vs CoinGecko velvet: 430 days, median gap 0.32%"
VENOM,venom,True,,,,,,,no Binance USDT perp validated
VEREM,verified-emeralds,True,,,,,,,no Binance USDT perp validated
VERSE,verse-world,False,,,,,,,no Binance USDT perp validated
VERTAI,vertical-ai,False,,,,,,,no Binance USDT perp validated
VET,vechain,True,,,VETUSDT,1.0,2020-02-14,,"ticker match; vs CoinGecko vechain: 728 days, median gap 0.10%"
VEUR,vnx-euro,False,,,,,,,no Binance USDT perp validated
VEX,vexanium,False,,,,,,,no Binance USDT perp validated
VFX,vifoxcoin,False,,,,,,,no Binance USDT perp validated
VFY,zkverify,False,,,VFYUSDT,1.0,2025-09-30,2026-03-16,"ticker match; vs CoinGecko zkverify: 168 days, median gap 0.25%"
VHYPE,ventuals-vhype,False,,,,,,,no Binance USDT perp validated
VIBESTR,vibestrategy,False,,,,,,,no Binance USDT perp validated
VIC,tomochain,False,,,VICUSDT,1.0,2025-03-12,2026-08-06,"ticker match; vs CoinGecko tomochain: 513 days, median gap 0.18%"
VINE,vine,False,,,VINEUSDT,1.0,2025-01-24,2026-04-27,"ticker match; vs CoinGecko vine: 459 days, median gap 0.19%"
VINU,vita-inu,False,,,,,,,no Binance USDT perp validated
VIRTUAL,virtual-protocol,True,,,VIRTUALUSDT,1.0,2024-12-10,,"ticker match; vs CoinGecko virtual-protocol: 647 days, median gap 0.20%"
VIRUS,virus-2,False,,,,,,,no Binance USDT perp validated
VISTA,ethervista,False,,,,,,,no Binance USDT perp validated
VITA,vitadao,True,,,,,,,no Binance USDT perp validated
VITA-FAST,molecules-of-korolchuk-ip-nft,False,,,,,,,no Binance USDT perp validated
VIVA,viva-2,False,,,,,,,no Binance USDT perp validated
VIVI,vivi-coin,False,,,,,,,no Binance USDT perp validated
VKHYPE,kinetiq-earn-vault,False,,,,,,,no Binance USDT perp validated
VLR,velora,False,,,,,,,no Binance USDT perp validated
VLX,velas,False,,,,,,,no Binance USDT perp validated
VNO,veno-finance,False,,,,,,,no Binance USDT perp validated
VNXAU,vnx-gold,False,,,,,,,no Binance USDT perp validated
VOLT,volt-inu-2,False,,,,,,,no Binance USDT perp validated
VON,von,False,,,,,,,no Binance USDT perp validated
VOOI,vooi,False,,,,,,,no Binance USDT perp validated
VOW,vow,False,,,,,,,no Binance USDT perp validated
VOXEL,voxies,False,,,VOXELUSDT,1.0,2024-08-20,2025-12-09,"ticker match; vs CoinGecko voxies: 446 days, median gap 0.13%"
VPAY,vpay,False,,,,,,,no Binance USDT perp validated
VPLS,vouch-staked-pls,False,,,,,,,no Binance USDT perp validated
VR,victoria-vr,True,,,,,,,no Binance USDT perp validated
VRA,verasity,False,,,,,,,no Binance USDT perp validated
VRSC,verus-coin,True,,,,,,,no Binance USDT perp validated
VSC,vyvo-smart-chain,False,,,,,,,no Binance USDT perp validated
VSN,vision-3,True,,,,,,,no Binance USDT perp validated
VSOL,the-vault-staked-sol,False,,,,,,,no Binance USDT perp validated
VSTR,vestra-dao,False,,,,,,,no Binance USDT perp validated
VSUI,volo-staked-sui,False,,,,,,,no Binance USDT perp validated
VTC,vertcoin,False,,,,,,,no Binance USDT perp validated
VTHO,vethor-token,True,,,VTHOUSDT,1.0,2025-01-22,,"ticker match; vs CoinGecko vethor-token: 604 days, median gap 0.14%"
VULT,vultisig,True,,,,,,,no Binance USDT perp validated
VUSD,veno-usd,False,,,,,,,no Binance USDT perp validated
VVS,vvs-finance,True,,,,,,,no Binance USDT perp validated
VVV,venice-token,True,,,VVVUSDT,1.0,2025-01-29,,"ticker match; vs CoinGecko venice-token: 597 days, median gap 0.15%"
VY,valinity,False,,,,,,,no Binance USDT perp validated
VYUSD,yieldfi-vyusd,False,,,,,,,no Binance USDT perp validated
W,wormhole,True,,,WUSDT,1.0,2024-04-03,,"ticker match; vs CoinGecko wormhole: 728 days, median gap 0.12%"
W0G,wrapped-0g,False,,,,,,,no Binance USDT perp validated
WAAC,wrapped-ayeayecoin,False,,,,,,,no Binance USDT perp validated
WAARBGHO,wrapped-aave-arbitrum-gho,False,,,,,,,no Binance USDT perp validated
WAARBUSDCN,wrapped-aave-arbitrum-usdcn,False,,,,,,,no Binance USDT perp validated
WAARBUSDT,wrapped-aave-arbitrum-usdt,False,,,,,,,no Binance USDT perp validated
WABASGHO,wrapped-aave-base-gho,False,,,,,,,no Binance USDT perp validated
WABASUSDC,wrapped-aave-base-usdc,False,,,,,,,no Binance USDT perp validated
WAETHLIDOGHO,wrapped-aave-ethereum-lido-gho,False,,,,,,,no Binance USDT perp validated
WAETHUSDC,wrapped-aave-ethereum-usdc,False,,,,,,,no Binance USDT perp validated
WAETHUSDT,wrapped-aave-ethereum-usdt,False,,,,,,,no Binance USDT perp validated
WAETHWETH,wrapped-aave-ethereum-weth,False,,,,,,,no Binance USDT perp validated
WAGMI,wagmi-2,False,,,,,,,no Binance USDT perp validated
WAGMIGAMES,wagmi-game-2,False,,,,,,,no Binance USDT perp validated
WAGNOWSTETH,wrapped-aave-gnosis-wsteth,False,,,,,,,no Binance USDT perp validated
WAI,world3,False,,,,,,,no Binance USDT perp validated
WAL,walrus-2,True,,,WALUSDT,1.0,2025-03-27,,"ticker match; vs CoinGecko walrus-2: 540 days, median gap 0.18%"
WALLET,ambire-wallet,False,,,,,,,no Binance USDT perp validated
WAMPL,wrapped-ampleforth,False,,,,,,,no Binance USDT perp validated
WAN,wanchain,False,,,,,,,no Binance USDT perp validated
WAPE,wrapped-apecoin,False,,,,,,,no Binance USDT perp validated
WAPLAUSDT0,wrapped-aave-plasma-usdt0,False,,,,,,,no Binance USDT perp validated
WATC,watcoin-2,False,,,,,,,no Binance USDT perp validated
WAVAX,wrapped-avax,False,,,,,,,no Binance USDT perp validated
WAVE,waveform-by-virtuals,False,,,,,,,no Binance USDT perp validated
WAVES,waves,True,,,,,,,no Binance USDT perp validated
WAXP,wax,True,,,WAXPUSDT,1.0,2023-10-18,,"ticker match; vs CoinGecko wax: 728 days, median gap 0.14%"
WBCH,wrapped-bch,False,,,,,,,no Binance USDT perp validated
WBETH,wrapped-beacon-eth,False,,,,,,,no Binance USDT perp validated
WBNB,wbnb,False,,,,,,,no Binance USDT perp validated
WBT,whitebit,True,,,,,,,no Binance USDT perp validated
WBTC,wrapped-bitcoin,False,,,,,,,no Binance USDT perp validated
WBTC.E,avalanche-old-bridged-wbtc-avalanche,False,,,,,,,no Binance USDT perp validated
WBTT,wrapped-btt-tron,False,,,,,,,no Binance USDT perp validated
WCFG,wrapped-centrifuge,False,,,,,,,no Binance USDT perp validated
WCGUSD,wrapped-cygnus-usd,False,,,,,,,no Binance USDT perp validated
WCHZ,wrapped-chiliz-kayen,False,,,,,,,no Binance USDT perp validated
WCO,wadzcoin,False,,,,,,,no Binance USDT perp validated
WCORE,wrapped-core,False,,,,,,,no Binance USDT perp validated
WCRO,wrapped-cro,False,,,,,,,no Binance USDT perp validated
WCT,connect-token-wct,False,,,WCTUSDT,1.0,2025-04-15,,"ticker match; vs CoinGecko connect-token-wct: 521 days, median gap 0.16%"
WECAN,wecan,False,,,,,,,no Binance USDT perp validated
WEDU,wrapped-edu,False,,,,,,,no Binance USDT perp validated
WEETH,wrapped-eeth,False,,,,,,,no Binance USDT perp validated
WEETHS,etherfi-weeths,False,,,,,,,no Binance USDT perp validated
WEGLD,wrapped-elrond,False,,,,,,,no Binance USDT perp validated
WELF,welf,False,,,,,,,no Binance USDT perp validated
WELL,moonwell-artemis,True,,,,,,,no Binance USDT perp validated
WEMIX,wemix-token,True,,,,,,,no Binance USDT perp validated
WEMIX$,wemix-dollar,False,,,,,,,no Binance USDT perp validated
WEN,wen-4,False,,,,,,,no Binance USDT perp validated
WEPE,wall-street-pepe,False,,,,,,,no Binance USDT perp validated
WET,humidifi,True,,,WETUSDT,1.0,2025-12-10,,"ticker match; vs CoinGecko humidifi: 282 days, median gap 0.22%"
WETH,weth,False,,,,,,,no Binance USDT perp validated
WEXO,wexo,False,,,,,,,no Binance USDT perp validated
WFCA,wfca,False,,,,,,,no Binance USDT perp validated
WFI,wefi,True,,,,,,,no Binance USDT perp validated
WFIL,wrapped-fil,False,,,,,,,no Binance USDT perp validated
WFIO,wrapped-fio,False,,,,,,,no Binance USDT perp validated
WFLR,wrapped-flare,False,,,,,,,no Binance USDT perp validated
WFRAGSOL,wrapped-fragsol,False,,,,,,,no Binance USDT perp validated
WFRAX,wrapped-frax,False,,,,,,,no Binance USDT perp validated
WGBERA,wrapped-gbera,False,,,,,,,no Binance USDT perp validated
WGLUE,glue,False,,,,,,,no Binance USDT perp validated
WHALE,whale,False,,,,,,,no Binance USDT perp validated
WHBAR,wrapped-hbar,False,,,,,,,no Binance USDT perp validated
WHISKEY,whiskey,False,,,,,,,no Binance USDT perp validated
WHITE,whiteheart,True,,,,,,,no Binance USDT perp validated
WHITEWHALE,the-white-whale,False,,,,,,,no Binance USDT perp validated
WHLP,wrapped-hlp,False,,,,,,,no Binance USDT perp validated
WHY,why,False,,,1000WHYUSDT,1000.0,2024-11-25,2026-03-16,"ticker match; vs CoinGecko why: 477 days, median gap 0.42%"
WHYPE,wrapped-hype,False,,,,,,,no Binance USDT perp validated
WIF,dogwifcoin,True,,,WIFUSDT,1.0,2024-01-18,,"ticker match; vs CoinGecko dogwifcoin: 728 days, median gap 0.11%"
WIKEN,project-with,False,,,,,,,no Binance USDT perp validated
WILD,wilder-world,True,,,,,,,no Binance USDT perp validated
WIMX,wrapped-immutable,False,,,,,,,no Binance USDT perp validated
WIN,wink,True,,,,,,,no Binance USDT perp validated
WINK,wink-2,False,,,,,,,no Binance USDT perp validated
WIOTX,wrapped-iotex,False,,,,,,,no Binance USDT perp validated
WIP,wrapped-ip,False,,,,,,,no Binance USDT perp validated
WIRE,717ai-by-virtuals,False,,,,,,,no Binance USDT perp validated
WISE,wise-token11,False,,,,,,,no Binance USDT perp validated
WKC,wiki-cat,True,,,,,,,no Binance USDT perp validated
WKLAY,wrapped-klay,False,,,,,,,no Binance USDT perp validated
WLD,worldcoin-wld,True,,,WLDUSDT,1.0,2023-07-24,,"ticker match; vs CoinGecko worldcoin-wld: 728 days, median gap 0.12%"
WLFI,world-liberty-financial,True,,,WLFIUSDT,1.0,2025-08-23,,"ticker match; vs CoinGecko world-liberty-financial: 383 days, median gap 0.11%"
WLTH,common-wealth,False,,,,,,,no Binance USDT perp validated
WM,wrappedm-by-m0,False,,,,,,,no Binance USDT perp validated
WMAPO,wrapped-mapo,False,,,,,,,no Binance USDT perp validated
WMNT,wrapped-mantle,False,,,,,,,no Binance USDT perp validated
WMON,wrapped-monad,False,,,,,,,no Binance USDT perp validated
WMTON,walmart-ondo-tokenized-stock,False,,,,,,,no Binance USDT perp validated
WMTX,world-mobile-token,True,,,,,,,no Binance USDT perp validated
WNCG,wrapped-ncg,False,,,,,,,no Binance USDT perp validated
WNXM,wrapped-nxm,False,,,,,,,no Binance USDT perp validated
WOD,world-of-dypians,False,,,,,,,no Binance USDT perp validated
WOJAK,wojak-5,True,,,,,,,no Binance USDT perp validated
WOKB,wrapped-okb,False,,,,,,,no Binance USDT perp validated
WOLF,wolf-2,False,,,,,,,no Binance USDT perp validated
WOO,woo-network,True,,,WOOUSDT,1.0,2022-04-07,,"ticker match; vs CoinGecko woo-network: 728 days, median gap 0.12%"
WOULD,would,True,,,,,,,no Binance USDT perp validated
WPAY,wpay,False,,,,,,,no Binance USDT perp validated
WPEAQ,wrapped-peaq,False,,,,,,,no Binance USDT perp validated
WPLS,wrapped-pulse-wpls,False,,,,,,,no Binance USDT perp validated
WPLUME,wrapped-plume,False,,,,,,,no Binance USDT perp validated
WPOL,wmatic,False,,,,,,,no Binance USDT perp validated
WRBNT,wrapped-rbnt,False,,,,,,,no Binance USDT perp validated
WRX,wazirx,False,,,,,,,no Binance USDT perp validated
WSEI,wrapped-sei,False,,,,,,,no Binance USDT perp validated
WSGB,wrapped-songbird,False,,,,,,,no Binance USDT perp validated
WSOMI,wrapped-somi,False,,,,,,,no Binance USDT perp validated
WSRUSD,wrapped-savings-rusd,False,,,,,,,no Binance USDT perp validated
WSTASTR,wrapped-stastr,False,,,,,,,no Binance USDT perp validated
WSTEAMX,steam-exchange,False,,,,,,,no Binance USDT perp validated
WSTETH,wrapped-steth,False,,,,,,,no Binance USDT perp validated
WSTKSCUSD,wrapped-stkscusd,False,,,,,,,no Binance USDT perp validated
WSTUSR,resolv-wstusr,False,,,,,,,no Binance USDT perp validated
WSTX,wrapped-stx-velar,False,,,,,,,no Binance USDT perp validated
WTAO,wrapped-tao,False,,,,,,,no Binance USDT perp validated
WTN,waterneuron,False,,,,,,,no Binance USDT perp validated
WUSD,worldwide-usd,False,,,,,,,no Binance USDT perp validated
WVIC,wrapped-viction,False,,,,,,,no Binance USDT perp validated
WWDOGE,wrapped-wdoge,False,,,,,,,no Binance USDT perp validated
WXDC,wrapped-xdc,False,,,,,,,no Binance USDT perp validated
WXPL,wrapped-xpl,False,,,,,,,no Binance USDT perp validated
WXRP,wrapped-xrp,False,,,,,,,no Binance USDT perp validated
WXT,wirex,False,,,,,,,no Binance USDT perp validated
WXTZ,wrapped-xtz,False,,,,,,,no Binance USDT perp validated
WYLDS,hastra-wrapped-ylds,False,,,,,,,no Binance USDT perp validated
WZEDX,wrapped-zedxion,False,,,,,,,no Binance USDT perp validated
WZKCRO,wrapped-zkcro,False,,,,,,,no Binance USDT perp validated
WZRD,bitcoin-wizards,False,,,,,,,no Binance USDT perp validated
X,talex,False,,,,,,,no Binance USDT perp validated
X1000,x1000,False,,,,,,,no Binance USDT perp validated
X33,shadow-liquid-staking-token,False,,,,,,,no Binance USDT perp validated
XAI,xai-blockchain,True,,,XAIUSDT,1.0,2024-01-09,,"ticker match; vs CoinGecko xai-blockchain: 728 days, median gap 0.14%"
XAN,anoma,True,,,XANUSDT,1.0,2025-09-29,,"ticker match; vs CoinGecko anoma: 354 days, median gap 0.19%"
XAND,xandeum,False,,,,,,,no Binance USDT perp validated
XAUM,matrixdock-gold,True,,,,,,,no Binance USDT perp validated
XAUT,tether-gold,True,,,XAUTUSDT,1.0,2026-03-26,,"ticker match; vs CoinGecko tether-gold: 176 days, median gap 0.04%"
XAUT0,tether-gold-tokens,False,,,,,,,no Binance USDT perp validated
XAVA,avalaunch,False,,,,,,,no Binance USDT perp validated
XBG,xborg,False,,,,,,,no Binance USDT perp validated
XBTC,okx-wrapped-btc,False,,,,,,,no Binance USDT perp validated
XCH,chia,True,,,,,,,no Binance USDT perp validated
XCL,xcellar,False,,,,,,,no Binance USDT perp validated
XCM,coinmetro,False,,,,,,,no Binance USDT perp validated
XCN,chain-2,True,,,XCNUSDT,1.0,2025-04-11,2025-11-20,"ticker match; vs CoinGecko chain-2: 224 days, median gap 0.16%"
XCP,counterparty,False,,,,,,,no Binance USDT perp validated
XDAG,dagger,False,,,,,,,no Binance USDT perp validated
XDAI,xdai,True,,,,,,,no Binance USDT perp validated
XDATA,streamr-xdata,False,,,,,,,no Binance USDT perp validated
XDB,digitalbits,False,,,,,,,no Binance USDT perp validated
XDC,xdce-crowd-sale,True,,,,,,,no Binance USDT perp validated
XDOG,xdog,False,,,,,,,no Binance USDT perp validated
XDOGE,xdoge-2,False,,,,,,,no Binance USDT perp validated
XDOL,x-dol-x,True,,,,,,,no Binance USDT perp validated
XEC,ecash,True,,,1000XECUSDT,1000.0,2021-09-16,,"ticker match; vs CoinGecko ecash: 728 days, median gap 0.14%"
XEGLD,xoxno-staked-egld,False,,,,,,,no Binance USDT perp validated
XEL,xelis,False,,,,,,,no Binance USDT perp validated
XEM,nem,False,,,XEMUSDT,1.0,2021-03-02,2024-12-08,"ticker match; vs CoinGecko nem: 80 days, median gap 0.39%"
XEN,xen-crypto,False,,,,,,,no Binance USDT perp validated
XEP,electra-protocol,False,,,,,,,no Binance USDT perp validated
XFI,crossfi-2,False,,,,,,,no Binance USDT perp validated
XHYPE,xhype-2,False,,,,,,,no Binance USDT perp validated
XION,xion-2,False,,,,,,,no Binance USDT perp validated
XL1,xl1,False,,,,,,,no Binance USDT perp validated
XLM,stellar,True,,,XLMUSDT,1.0,2020-01-20,,"ticker match; vs CoinGecko stellar: 728 days, median gap 0.09%"
XMN,xmoney-2,False,,,,,,,no Binance USDT perp validated
XMR,monero,True,,,XMRUSDT,1.0,2020-02-03,,"ticker match; vs CoinGecko monero: 728 days, median gap 0.13%"
XMW,morphware,False,,,,,,,no Binance USDT perp validated
XNK,kinka,False,,,,,,,no Binance USDT perp validated
XNO,nano,True,,,,,,,no Binance USDT perp validated
XNY,codatta,True,,,XNYUSDT,1.0,2025-08-13,,"ticker match; vs CoinGecko codatta: 401 days, median gap 0.40%"
XP,xphere,True,,,,,,,no Binance USDT perp validated
XPACK,xpack,False,,,,,,,no Binance USDT perp validated
XPED,xpedition,False,,,,,,,no Binance USDT perp validated
XPIN,xpin-network,True,,,XPINUSDT,1.0,2025-09-12,,"ticker match; vs CoinGecko xpin-network: 371 days, median gap 0.40%"
XPL,plasma,True,,,XPLUSDT,1.0,2025-08-22,,"ticker match; vs CoinGecko plasma: 359 days, median gap 0.11%"
XPR,proton,True,,,,,,,no Binance USDT perp validated
XPX,proximax,False,,,,,,,no Binance USDT perp validated
XRD,radix,True,,,,,,,no Binance USDT perp validated
XRP,ripple,True,,,XRPUSDT,1.0,2020-01-06,,"ticker match; vs CoinGecko ripple: 728 days, median gap 0.08%"
XRT,robonomics-network,False,,,,,,,no Binance USDT perp validated
XSGD,xsgd,False,,,,,,,no Binance USDT perp validated
XSOL,hylo-leveraged-sol,False,,,,,,,no Binance USDT perp validated
XSOLVBTC,solv-protocol-solvbtc-bbn,False,,,,,,,no Binance USDT perp validated
XSTRK,endur-fi-staked-strk,False,,,,,,,no Binance USDT perp validated
XSUI,xsui,False,,,,,,,no Binance USDT perp validated
XSUSHI,xsushi,False,,,,,,,no Binance USDT perp validated
XSWAP,xswap-2,False,,,,,,,no Binance USDT perp validated
XT,xtcom-token,True,,,,,,,no Binance USDT perp validated
XTBTC,endur-fi-staked-btc,False,,,,,,,no Binance USDT perp validated
XTER,xterio,False,,,,,,,no Binance USDT perp validated
XTM,minotari,False,,,,,,,no Binance USDT perp validated
XTN,neutrino,False,,,,,,,no Binance USDT perp validated
